tree,slope,week,cwc,time_season,site,date_new,date_wp
2378,-0.012883686440677973,37,0,after leafout,MiddleEarth,2022-09-15,2022-09-15
2378,-0.012883686440677973,18,0,after leafout,MiddleEarth,2022-05-03,2022-05-03
2378,-0.012883686440677973,33,NA,after leafout,MiddleEarth,2022-08-18,2022-08-18
2378,-0.012883686440677973,14,0.0815862,before leafout,MiddleEarth,2022-04-05,2022-04-05
2378,-0.012883686440677973,21,0.0077666,after leafout,MiddleEarth,2022-05-29,2022-05-29
2378,-0.012883686440677973,29,NA,after leafout,MiddleEarth,2022-07-19,2022-07-19
2378,-0.012883686440677973,10,0.0891286,before leafout,MiddleEarth,2022-03-08,2022-03-08
2378,-0.012883686440677973,15,0.0057721,before leafout,MiddleEarth,2022-04-12,2022-04-12
2378,-0.012883686440677973,19,0,after leafout,MiddleEarth,2022-05-11,2022-05-11
2378,-0.012883686440677973,17,0.0233828,after leafout,MiddleEarth,2022-04-29,2022-04-29
2378,-0.012883686440677973,12,0.0798676,before leafout,MiddleEarth,2022-03-22,2022-03-22
2379,-0.01101607966101696,10,0.109564,before leafout,MiddleEarth,2022-03-08,2022-03-08
2379,-0.01101607966101696,15,0.0554782,before leafout,MiddleEarth,2022-04-12,2022-04-12
2379,-0.01101607966101696,37,0,after leafout,MiddleEarth,2022-09-15,2022-09-15
2379,-0.01101607966101696,18,0.0114615,after leafout,MiddleEarth,2022-05-03,2022-05-03
2379,-0.01101607966101696,33,NA,after leafout,MiddleEarth,2022-08-18,2022-08-18
2379,-0.01101607966101696,21,0,after leafout,MiddleEarth,2022-05-29,2022-05-29
2379,-0.01101607966101696,17,0.0149612,after leafout,MiddleEarth,2022-04-29,2022-04-29
2379,-0.01101607966101696,29,NA,after leafout,MiddleEarth,2022-07-19,2022-07-19
2379,-0.01101607966101696,19,0,after leafout,MiddleEarth,2022-05-11,2022-05-11
2379,-0.01101607966101696,14,0.0837261,before leafout,MiddleEarth,2022-04-05,2022-04-05
2379,-0.01101607966101696,12,0.120893,before leafout,MiddleEarth,2022-03-22,2022-03-22
2381,-0.0035748686046511617,29,NA,after leafout,Weathertop,2022-07-19,2022-07-19
2381,-0.0035748686046511617,10,0.0323803,before leafout,Weathertop,2022-03-08,2022-03-08
2381,-0.0035748686046511617,21,0,after leafout,Weathertop,2022-05-29,2022-05-29
2381,-0.0035748686046511617,17,0,after leafout,Weathertop,2022-04-29,2022-04-29
2381,-0.0035748686046511617,37,0,after leafout,Weathertop,2022-09-15,2022-09-15
2381,-0.0035748686046511617,18,0.0121219,after leafout,Weathertop,2022-05-03,2022-05-03
2381,-0.0035748686046511617,15,0,before leafout,Weathertop,2022-04-12,2022-04-12
2381,-0.0035748686046511617,11,0.0206561,before leafout,Weathertop,2022-03-16,2022-03-16
2381,-0.0035748686046511617,33,NA,after leafout,Weathertop,2022-08-18,2022-08-18
2381,-0.0035748686046511617,14,0.0282273,before leafout,Weathertop,2022-04-05,2022-04-05
2381,-0.0035748686046511617,19,8e-7,after leafout,Weathertop,2022-05-11,2022-05-11
2381,-0.0035748686046511617,12,5.04e-5,before leafout,Weathertop,2022-03-22,2022-03-22
2382,-0.0111220511627907,33,NA,after leafout,Weathertop,2022-08-18,2022-08-18
2382,-0.0111220511627907,21,0.0125703,after leafout,Weathertop,2022-05-29,2022-05-29
2382,-0.0111220511627907,37,0,after leafout,Weathertop,2022-09-15,2022-09-15
2382,-0.0111220511627907,18,0.0232375,after leafout,Weathertop,2022-05-03,2022-05-03
2382,-0.0111220511627907,11,0.055754,before leafout,Weathertop,2022-03-16,2022-03-16
2382,-0.0111220511627907,12,0.0624256,before leafout,Weathertop,2022-03-22,2022-03-22
2382,-0.0111220511627907,10,0.0870176,before leafout,Weathertop,2022-03-08,2022-03-08
2382,-0.0111220511627907,15,0.0123864,before leafout,Weathertop,2022-04-12,2022-04-12
2382,-0.0111220511627907,29,NA,after leafout,Weathertop,2022-07-19,2022-07-19
2382,-0.0111220511627907,14,0.0552276,before leafout,Weathertop,2022-04-05,2022-04-05
2382,-0.0111220511627907,19,0.0080637,after leafout,Weathertop,2022-05-11,2022-05-11
2382,-0.0111220511627907,17,0,after leafout,Weathertop,2022-04-29,2022-04-29
2383,-0.0016533525423728843,15,6.546e-4,before leafout,Weathertop,2022-04-12,2022-04-12
2383,-0.0016533525423728843,18,0,after leafout,Weathertop,2022-05-03,2022-05-03
2383,-0.0016533525423728843,12,0.0249588,before leafout,Weathertop,2022-03-22,2022-03-22
2383,-0.0016533525423728843,17,0.0104776,after leafout,Weathertop,2022-04-29,2022-04-29
2383,-0.0016533525423728843,14,0.0562841,before leafout,Weathertop,2022-04-05,2022-04-05
2383,-0.0016533525423728843,37,0,after leafout,Weathertop,2022-09-15,2022-09-15
2383,-0.0016533525423728843,29,NA,after leafout,Weathertop,2022-07-19,2022-07-19
2383,-0.0016533525423728843,10,0.0281803,before leafout,Weathertop,2022-03-08,2022-03-08
2383,-0.0016533525423728843,21,0,after leafout,Weathertop,2022-05-29,2022-05-29
2383,-0.0016533525423728843,33,NA,after leafout,Weathertop,2022-08-18,2022-08-18
2383,-0.0016533525423728843,19,0.0050637,after leafout,Weathertop,2022-05-11,2022-05-11
2384,-0.009481876744186046,18,0,after leafout,Weathertop,2022-05-03,2022-05-03
2384,-0.009481876744186046,19,0.0128505,after leafout,Weathertop,2022-05-11,2022-05-11
2384,-0.009481876744186046,17,0.0155261,after leafout,Weathertop,2022-04-29,2022-04-29
2384,-0.009481876744186046,29,NA,after leafout,Weathertop,2022-07-19,2022-07-19
2384,-0.009481876744186046,33,NA,after leafout,Weathertop,2022-08-18,2022-08-18
